"Job vacancies, payroll employees, job vacancy rate, and average offered hourly wage by industry sub-sector, quarterly, unadjusted for seasonality c 1 2"
"Frequency: Quarterly"
"Table: 14-10-0442-01"
"Release date: 2026-03-17"
"Geography: Canada, Province or territory"
""
""

,"Geography","Newfoundland and Labrador",,,,"Prince Edward Island",,,,"Nova Scotia",,,,"New Brunswick",,,,"Quebec",,,,"Ontario",,,,"Manitoba",,,,"Saskatchewan",,,,"Alberta",,,,"British Columbia",,,,"Yukon",,,,"Northwest Territories",,,,"Nunavut",,,
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","x","F","16.65E","18.15D","F","16.15E","F","18.65E","20.20C","22.65C","20.95C","21.30C","16.80B","17.60A","17.70B","20.25B","21.20A","23.25B","21.40A","23.05A","29.55A","25.40B","27.35B","28.20B","22.05B","21.00C","21.10C","x","22.95B","21.75B","20.70B","22.55B","31.25D","24.00B","25.90B","24.35A","22.40B","22.40B","21.90A","25.90A","F","F","F","x","x","F","35.75E","41.10C","34.55E","F","30.65E","33.95E"
"Professional, scientific and technical services  [54]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","210D","265E","195D","250D","35E","215E","215E","225E","800C","755C","1,225C","1,330C","530C","540D","460C","510C","14,935B","16,285B","19,065B","17,655A","18,290A","19,735A","24,155A","28,065B","720D","660D","795D","1,070C","350C","635D","875C","760D","4,690D","3,990B","4,655B","4,990B","7,240B","8,520B","9,570B","10,360B","50E","F","F","115E","F","F","135E","135E","F","F","F","F"
,"Payroll employees 4 6","7,260A","7,660A","8,165A","8,170A","2,205E","1,920D","2,785D","3,105D","17,090A","17,745A","18,395A","18,500A","12,390A","12,855A","13,550A","13,575A","230,180A","238,765A","248,780A","251,865A","431,315A","439,035A","457,040A","467,025A","18,445A","19,570A","20,255A","19,720A","15,480A","15,915A","16,585A","16,820A","113,750A","116,645A","119,375A","121,500A","143,170A","147,420A","154,435A","162,925A","1,005D","760E","660D","1,205D","1,115E","1,370E","1,735D","1,490E","F","F","F","100E"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","2.8D","3.4D","2.3D","2.9D","1.5D","10.0E","7.1D","6.7D","4.5C","4.1C","6.2C","6.7B","4.1C","4.0D","3.3C","3.6C","6.1B","6.4B","7.1B","6.6A","4.1A","4.3A","5.0A","5.7B","3.8D","3.3C","3.8D","5.1C","2.2C","3.8D","5.0C","4.3D","4.0D","3.3B","3.8B","3.9B","4.8B","5.5B","5.8B","6.0B","4.9D","10.5D","8.2D","8.8D","4.4E","6.7E","7.2D","8.2D","F","F","F","F"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","24.80B","28.40C","29.05B","28.85B","28.80B","28.30C","28.90B","27.15B","30.00B","35.00B","33.70C","30.40A","33.25B","30.20B","36.55B","30.25B","31.85A","30.50A","32.30A","31.70A","34.10A","35.60A","36.25A","36.20A","27.55B","24.85B","27.35B","28.75B","31.40A","31.65A","32.65B","34.60B","29.60B","32.30A","33.65A","34.70A","33.35A","34.10A","35.10A","34.10A","31.25B","34.90C","38.40C","39.30B","31.60C","35.25A","33.10B","38.50B","F","F","30.00E","F"
"Management of companies and enterprises  [55] 9",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","F","F","10E","15D","0","F","F","x","35A","65C","50B","75C","x","x","45B","55B","705B","885C","1,230C","1,250D","1,105C","1,750B","1,985B","1,860B","130C","200B","230C","200C","35C","40B","50E","80B","205E","285D","415C","460B","320C","555C","690C","660B","0","F","F","x","F","x","F","F","F","F","F","F"
,"Payroll employees 4 6","x","x","x","695A","F","x","x","F","2,200A","2,230A","2,220A","2,090A","1,210B","1,335B","x","1,350A","22,925B","22,370B","23,530A","24,545B","45,100A","44,250A","45,845A","46,695A","4,810A","4,870A","4,895A","4,915B","2,065A","2,100A","2,220B","2,320A","17,840D","18,645C","19,790A","18,545A","18,845A","18,585A","19,365A","19,900A","F","F","F","x","F","x","x","F","x","F","F","x"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","x","x","x","1.8D","0.0","x","x","x","1.5A","2.8C","2.1B","3.4C","x","x","x","4.0B","3.0B","3.8C","5.0C","4.8D","2.4C","3.8B","4.1B","3.8B","2.6C","3.9B","4.5C","3.9C","1.7C","1.8B","2.2E","3.3B","1.1E","1.5D","2.1C","2.4B","1.7C","2.9C","3.4C","3.2B","0.0","F","F","x","F","x","x","F","x","..","F","x"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","F","F","34.30E","34.35B","..","F","F","x","27.65A","25.95A","25.90A","24.65A","x","x","32.60A","35.15A","31.15C","28.20B","27.60B","29.40C","28.85A","27.85A","28.10A","28.35A","F","21.60A","26.60B","25.85C","33.00A","37.25A","F","32.05A","26.35D","32.65C","31.65D","31.75A","33.15B","30.35B","32.40B","32.55B","..","F","F","x","..","x","F","F","F","..","F",".."
"Administrative and support, waste management and remediation services  [56]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","90D","180E","330D","200D","F","210E","300D","265D","710D","695C","1,035C","995C","500C","480C","930C","915C","7,675B","11,945B","12,545B","14,995B","17,755B","22,045B","25,665B","30,650B","930D","1,120C","1,280D","1,330C","360D","815D","615D","610D","2,830D","3,560C","3,540C","4,325C","5,750B","7,440C","8,635B","8,610B","F","F","F","F","F","F","F","F","F","F","F","F"
,"Payroll employees 4 6","5,430A","5,735A","6,595A","6,200A","3,355E","2,140D","3,355D","2,095D","17,105A","17,245A","18,330A","18,270A","14,720A","15,095A","15,945A","15,115A","159,350A","160,205A","169,915A","167,705A","349,325A","353,565A","372,570A","375,065A","21,520A","22,225A","22,850A","22,300A","12,150A","12,090A","12,800A","13,030A","84,010A","84,880A","89,120A","89,200A","97,130A","99,685A","105,575A","107,150A","710E","755E","750D","890D","720E","565E","F","F","545E","F","F","F"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","1.6D","3.1E","4.8D","3.1D","2.2E","9.0E","8.2C","11.2C","4.0D","3.9C","5.4C","5.2C","3.3B","3.1C","5.5C","5.7C","4.6B","6.9B","6.9B","8.2A","4.8B","5.9B","6.4B","7.6B","4.2D","4.8C","5.3D","5.6C","2.9D","6.3D","4.6C","4.5D","3.3D","4.0C","3.8B","4.6B","5.6B","6.9C","7.6B","7.4B","F","F","F","6.6E","F","F","F","F","F","F","F","F"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","17.65B","15.15B","20.95B","16.90B","15.70D","17.60B","14.75A","15.00A","16.25A","15.35A","16.75A","16.60A","15.70A","15.60A","18.70A","17.75A","19.45A","21.50A","21.45A","21.60A","20.70A","20.80A","20.20A","20.45A","16.55B","16.90A","17.60B","17.50B","22.70B","20.10B","19.65A","18.45A","20.95A","21.70A","21.65A","23.55A","20.80A","20.50A","21.35A","21.80A","F","21.70E","F","21.60B","F","F","22.65E","F","F","F","F","F"
"Educational services  [61]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","90D","75A","F","125E","100B","95B","155B","175A","555B","600C","700B","660C","145D","260E","120D","205D","3,275B","3,740B","5,135B","4,120A","6,270B","6,960B","7,790B","8,535B","445B","505C","655C","665B","490D","845B","410C","575B","1,260B","1,480B","1,810B","2,070B","3,040B","3,140B","2,950B","3,865B","20E","F","F","F","F","F","25C","F","F","F","F","F"
,"Payroll employees 4 6","19,955A","19,715A","17,640A","19,615A","7,560D","7,815D","6,750D","6,670A","44,710A","44,160B","38,335A","43,900B","22,315D","21,395D","18,260B","21,395D","334,165A","344,825A","286,005A","340,860A","518,690A","520,625A","417,395A","529,015A","53,070A","54,235A","41,650A","53,235A","49,295A","49,855A","33,445A","51,585A","144,105A","147,380A","127,625A","145,420A","180,465A","181,240A","137,050A","183,900A","F","x","F","F","1,140E","1,725E","660B","F","F","x","F","335E"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","0.5D","0.4A","F","0.6E","1.3D","1.2D","F","2.5A","1.2B","1.3C","1.8B","1.5C","0.7D","1.2E","0.7D","0.9D","1.0B","1.1B","1.8B","1.2A","1.2B","1.3B","1.8B","1.6B","0.8B","0.9C","1.6C","1.2B","1.0D","1.7B","1.2B","1.1B","0.9B","1.0B","1.4B","1.4B","1.7B","1.7B","2.1B","2.1B","1.8E","x","F","F","F","F","3.7C","2.0E","F","x","F","F"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","27.50A","28.30B","22.90B","25.65A","24.55A","24.80A","21.30A","22.25A","23.75A","23.40B","23.20A","22.65C","25.00A","20.85B","23.70A","26.35A","25.05A","24.80A","25.30A","26.90A","29.85A","28.45A","25.65A","27.25A","24.40A","24.70A","27.25C","24.60A","27.45A","35.55B","24.95A","24.90A","29.10A","30.00A","28.05B","28.40A","30.25A","29.60A","29.25A","28.85A","30.95E","F","F","F","F","26.75E","29.05A","F","F","35.00E","F","F"
"Health care and social assistance  [62]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","1,060B","1,675E","1,330B","1,665D","255E","235D","390D","455C","2,775B","2,660B","2,665B","3,465B","2,290B","2,610D","2,415E","2,415B","25,970A","32,790B","37,975A","35,425A","36,340A","37,895A","42,165B","48,755A","4,750C","5,785B","5,535B","6,010B","1,655C","1,655C","2,385C","3,285B","4,295B","6,115D","6,265B","8,945E","19,980A","17,870B","17,310A","15,485A","130D","100E","F","90E","F","F","180E","130E","F","F","F","F"
,"Payroll employees 4 6","34,885A","35,300E","36,515A","36,245B","8,165D","10,610C","9,770C","13,000C","68,455A","69,155A","70,380A","69,910A","54,340A","55,920C","57,385C","56,575A","517,285A","528,550B","543,485A","532,210A","729,125A","740,045A","760,235A","765,375A","99,190C","100,090A","100,195A","98,735A","69,715A","71,485A","72,790A","72,335A","216,805A","220,165D","221,255A","224,545A","296,240A","298,390A","304,910A","307,165A","1,825C","1,875D","1,180C","1,605C","2,135D","1,385D","1,945D","1,260D","840E","650E","775E","425E"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","2.9B","4.5E","3.5B","4.4D","3.0E","2.2D","3.9C","3.4C","3.9B","3.7B","3.6B","4.7B","4.0B","4.5D","4.0E","4.1B","4.8A","5.8B","6.5A","6.2A","4.7A","4.9A","5.3B","6.0A","4.6C","5.5B","5.2B","5.7B","2.3C","2.3C","3.2C","4.3B","1.9B","2.7D","2.8B","3.8E","6.3A","5.7B","5.4A","4.8A","6.6D","5.0D","8.9D","5.4E","6.8E","5.8E","8.5E","9.3E","F","F","8.9E","F"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","25.10A","F","25.45A","23.45D","22.95B","24.15B","21.20A","24.20B","23.95A","23.75B","22.70A","22.70A","23.75A","24.35D","24.05D","22.75B","22.00B","22.25B","22.40C","22.40A","25.80A","26.10A","25.65A","26.35A","23.20B","22.30A","22.55A","23.30A","25.70A","25.25A","24.50A","25.15A","25.45A","22.80D","24.45A","23.35A","27.85A","29.10D","28.50A","28.25A","29.60B","36.90B","28.70B","27.55B","34.10B","37.75B","32.25B","39.55B","31.85C","F","22.80B","23.85D"
"Arts, entertainment and recreation  [71]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","F","135E","F","60E","F","F","130E","F","145D","450D","320D","210E","x","370E","130D","195D","1,645D","3,670C","3,475B","4,245B","2,435C","7,820D","5,565C","5,495B","105D","310D","435D","755C","305D","335E","215C","340B","830D","1,595C","2,075C","1,495B","1,035C","1,795C","3,595D","3,915B","F","F","F","F","0","F","F","F","F","F","F","F"
,"Payroll employees 4 6","1,570A","x","2,595A","2,260A","435E","545D","1,625D","700D","3,485A","3,880A","5,455A","5,045A","2,935A","3,245A","4,930A","4,500A","37,350A","39,245A","59,580A","58,525A","61,155A","65,300A","91,165A","100,255A","6,185A","7,985A","9,940A","11,865A","4,765A","5,290A","7,880A","7,875A","19,475A","21,730A","34,345A","32,990A","33,585A","33,650A","38,970A","41,410A","420E","240E","395E","210E","160E","x","290E","F","F","F","F","F"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","F","x","F","2.6D","F","F","7.3E","F","3.9D","10.3D","5.5D","4.0D","x","10.2E","2.5D","4.1C","4.2C","8.6B","5.5B","6.8B","3.8C","10.7D","5.8B","5.2B","1.6D","3.7D","4.2D","6.0C","6.1D","6.0E","2.7C","4.2B","4.1D","6.8C","5.7C","4.3B","3.0C","5.1C","8.4D","8.6B","F","F","F","F","0.0","x","F","F","F","F","F","F"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","F","13.20A","14.55E","15.00B","15.60E","15.50A","14.50A","F","15.80B","15.20B","14.65A","16.60A","x","14.55A","17.45C","18.80B","18.15A","18.65A","17.85A","17.60A","21.80A","21.40C","18.80A","20.30A","17.15B","14.40A","15.10A","15.20A","15.25A","16.05B","17.50B","17.15A","20.10B","17.90A","17.40A","18.10A","20.65A","19.80A","18.15A","18.45A","25.00E","17.90E","21.20E","F","..","F","F","F","F","F","F","F"
"Accommodation and food services  [72]",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","720E","1,425C","1,960C","1,740C","F","F","F","F","1,475D","2,225C","3,240B","3,480B","830D","1,865C","2,965C","2,210C","11,080B","21,220B","37,515A","35,160A","13,045B","28,895B","57,895A","53,735B","995D","1,705D","3,190C","3,085B","1,615C","2,730C","4,390B","3,985B","6,580C","9,855C","17,720B","13,195B","12,095C","18,190B","33,045B","25,625B","210E","370E","340E","400D","F","200E","340D","315E","F","F","F","F"
,"Payroll employees 4 6","12,705A","12,500A","15,240A","15,085A","4,370D","4,265D","6,210E","5,050D","24,115A","24,340A","28,620A","30,825A","18,565A","19,445A","22,855A","22,690A","157,500A","170,330A","232,485A","246,505A","314,845A","319,930A","388,285A","429,090A","28,580A","33,660A","36,810A","41,385A","27,660A","28,575A","33,260A","33,775A","114,175A","119,705A","138,220A","146,350A","168,110A","167,055A","192,675A","202,090A","2,200D","2,130D","2,395D","2,295D","980D","1,880D","2,590D","1,555D","F","F","F","480E"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","5.4E","10.2C","11.4C","10.3C","F","F","5.6E","5.0E","5.8D","8.4B","10.2B","10.1B","4.3D","8.7C","11.5B","8.9C","6.6B","11.1B","13.9A","12.5A","4.0B","8.3B","13.0A","11.1A","3.4D","4.8D","8.0B","6.9B","5.5C","8.7C","11.7B","10.6B","5.4C","7.6B","11.4A","8.3B","6.7C","9.8B","14.6B","11.3B","8.6D","14.8D","12.5D","14.9D","5.3E","9.6D","11.7C","16.9D","F","13.6E","F","11.7E"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","13.25A","13.40A","13.25A","13.50A","13.00E","14.40E","13.55B","14.90A","14.25A","13.40A","13.70A","13.95A","12.80A","13.30A","13.55B","13.05A","14.50A","14.40A","14.80A","15.00A","15.25A","14.85A","15.10A","15.30A","13.00A","12.55A","12.65A","12.80A","13.35A","13.25A","13.35A","13.45A","15.60A","15.75A","16.05A","16.30A","15.80A","16.30A","16.65A","17.05A","16.15A","16.10A","16.35A","17.50A","18.55C","19.25A","18.45A","17.95A","F","23.30D","F","20.50E"
"Other services (except public administration)  [81] 10",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","F","525D","270E","165D","F","F","F","F","480D","620D","825D","660D","320D","560D","540D","395D","6,290B","8,515C","10,000B","10,735B","7,310C","7,490B","11,825B","13,515B","665E","975E","870D","1,060D","605D","815D","1,010D","1,145D","2,930D","3,765C","3,900C","3,260C","3,050C","4,535C","5,735C","6,565B","F","F","F","F","115E","85E","85D","130E","F","F","F","F"
,"Payroll employees 4 6","5,690A","5,500A","6,350A","6,175A","1,960D","1,745D","1,680D","1,505D","11,460A","11,075A","12,005A","12,330A","8,120A","8,130A","8,780A","8,665A","110,900A","114,790A","122,815A","124,820A","164,140A","161,375A","172,165A","187,310A","16,585A","17,805A","18,215A","18,775A","16,085A","16,210A","16,640A","16,765A","64,635A","65,210A","67,825A","69,435A","71,515A","72,495A","74,705A","75,835A","485E","335E","315E","505E","1,535D","1,400D","1,270D","1,035D","F","F","F","310D"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","F","8.7D","4.1E","2.6D","F","F","F","F","4.0D","5.3D","6.4D","5.1D","3.8D","6.4D","5.8D","4.3D","5.4B","6.9B","7.5B","7.9B","4.3B","4.4B","6.4B","6.7B","3.8E","5.2D","4.6D","5.3D","3.6D","4.8D","5.7D","6.4C","4.3D","5.5C","5.4B","4.5C","4.1C","5.9C","7.1C","8.0B","F","F","8.8E","13.3E","7.0D","5.8D","6.3D","11.3D","7.6E","F","F","F"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","17.50C","15.25B","16.90B","17.90B","21.15E","21.85E","20.30E","F","22.90B","16.75A","20.15B","18.90B","18.40B","16.30B","16.80B","18.05B","21.10A","20.35A","20.00A","21.45A","25.25C","23.00A","21.50A","22.70A","18.30B","19.25B","19.80D","18.45B","21.00C","18.10B","18.50B","18.75A","22.05B","23.70B","22.10A","21.60A","22.10A","21.65A","22.10A","22.90A","26.45E","F","23.45B","23.35D","23.90B","23.30C","25.95B","31.10C","35.95E","49.75E","F","F"
"Public administration  [91] 11",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancies 5","80D","130D","80D","120D","F","F","F","15E","155D","285B","170B","165B","75B","280D","120C","95C","2,155C","2,660D","2,285D","2,195E","4,350B","6,690B","4,885B","4,650A","375B","490B","505B","460B","655B","840B","645B","675B","1,270B","2,170A","1,585B","2,625A","1,455B","2,055B","2,135B","2,050C","F","100E","80C","60D","65E","F","45E","40E","F","F","F","20E"
,"Payroll employees 4 6","6,115A","5,480A","6,335A","5,720A","675D","900D","2,000E","1,725D","10,155A","10,560A","10,685A","10,805A","7,510A","7,640A","9,045A","8,490A","107,330C","107,095C","120,125C","113,630D","183,455A","183,885A","198,615A","199,360A","17,985A","18,680A","20,735A","19,935A","21,145A","21,800A","24,075A","23,955A","53,765A","54,245A","60,005B","58,560A","60,485A","61,705A","65,295A","65,400A","F","1,455E","1,600C","1,365D","2,900C","F","1,955E","2,775D","2,050E","2,205E","2,075E","1,675D"
,,"Percent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Job vacancy rate 7","1.3D","2.3D","1.3D","2.0D","F","F","F","1.0E","1.5D","2.6B","1.6B","1.5B","1.0B","3.6C","1.3C","1.1B","2.0C","2.4D","1.9D","1.9E","2.3A","3.5B","2.4A","2.3A","2.0B","2.6B","2.4B","2.3A","3.0B","3.7B","2.6B","2.7B","2.3B","3.8A","2.6B","4.3A","2.3B","3.2B","3.2B","3.0C","F","6.5E","4.6C","4.2C","2.1D","F","2.3E","1.5D","F","1.0E","F","1.3E"
,,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Average offered hourly wage 8","27.45A","27.35B","27.80A","26.00D","22.00D","16.90C","15.70E","22.35A","24.20A","22.90A","25.80A","25.80A","22.50A","17.20A","25.50A","25.45A","24.65C","26.20C","27.15D","28.60D","28.75A","28.35A","27.95A","29.30A","22.15A","19.85B","19.15A","20.50A","23.50A","21.20A","22.35A","23.00A","30.65A","21.65A","27.35B","26.70A","31.20A","29.25A","29.60A","30.20A","28.15E","27.95C","34.30D","35.75B","35.40B","F","31.10C","34.70C","29.65E","36.10B","23.95E","42.15A"

Symbol legend:
.., not available for a specific reference period
x, suppressed to meet the confidentiality requirements of the Statistics Act
E, use with caution
F, too unreliable to be published
A, data quality: excellent
B, data quality: very good
C, data quality: good
D, data quality: acceptable


"Table Corrections:"
Date,Note
"","On April 12, 2024, average offered hourly wage estimates have been corrected for the Q4 2023 reference period."



Footnotes:
1,"Data quality indicators are based on the coefficient of variation (CV), the non-response errors, the imputation errors, and subject matter expertise: A – Excellent; B - Very good; C - Good; D – Acceptable; E - Use with caution; F - Too unreliable to publish."
2,"Data for the second and third quarters of 2020 are unavailable due to some Statistics Canada operations being temporarily suspended during the COVID-19 pandemic."
3,"Industry estimates are based on the <a href="https://www.statcan.gc.ca/en/subjects/standard/naics/2022/v1/index" rel="external noopener noreferrer" target="_blank">2022 North American Industry Classification System (NAICS) Version 1.0 (opens new window)</a>. The following categories are excluded from the survey: 'Religious organizations' (8131) within 'Religious, grant-making, civic, and professional and similar organizations' (813), 'Private households' (814), 'Federal, government public administration' (911), 'Provincial and territorial public administration' (912) and 'International and other extra-territorial public administration' (919)."
4,"The employment estimates from the Job Vacancy and Wage Survey (JVWS) are calibrated to the employment estimates from the <a href="http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=2612" rel="external noopener noreferrer" target="_blank">Survey of Employment, Payrolls and Hours (opens new window)</a> (SEPH) at the North American Industry Classification System sector (NAICS2) level by province. For this reason, JVWS employment may vary from SEPH at the subsector (NAICS3) level."
9,"Due to the reduced sample size in the first quarter of 2015, the Finance and insurance (52) and Management of companies and enterprises (55) sectors were calibrated to a combined total from the <a href="http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=2612" rel="external noopener noreferrer" target="_blank">Survey of Employment, Payrolls and Hours (opens new window)</a>, for the first quarter of 2015 only."
10,"Excludes 'Religious organizations' (8131) within 'Religious, grant-making, civic, and professional and similar organizations' (813) as well as 'Private households' (814)."
11,"Excludes 'Federal, government public administration' (911), 'Provincial and territorial public administration' (912) and 'International and other extra-territorial public administration' (919)."
5,"A job is vacant if it meets the following conditions: it is vacant on the reference date (first day of the month) or will become vacant during the month; there are tasks to be carried out during the month for the job in question; and the employer is actively seeking a worker outside the organization to fill the job. The jobs could be full-time, part-time, permanent, temporary, casual, or seasonal. Jobs reserved for subcontractors, external consultants, or other workers who are not considered employees, are excluded."
6,"The 'employee' concept used in the Job Vacancy and Wage Survey (JVWS) is comprised of full-time employees, part-time employees, as well as permanent, casual, temporary, and seasonal employees. It also includes working owners, directors, partners, and other officers of incorporated businesses, as well as employees who work at home or on the road but report to the location. The ‘employee' concept used in the JVWS is meant to exclude owners or partners of unincorporated businesses and professional practices, the self-employed, subcontractors, external consultants, unpaid family workers, persons working outside Canada, and military personnel. It also excludes employees on unpaid leave, such as those on extended sick leave who are receiving insurance benefits."
7,"The job vacancy rate is the number of job vacancies expressed as a percentage of labour demand; that is, all occupied and vacant jobs."
8,"The average hourly wage offered by employers for vacant positions. It excludes overtime, tips, commissions and bonuses. Salaries are converted to hourly wages based on information regarding the frequency of pay and the expected average number of hours worked per week. The offered wage may be different from the actual wage paid once the position is filled. If the salary is different among the job vacancies for the same occupation, the respondent is asked to report the lowest wage or salary. When the compensation advertised for the job vacancy is in the form of a salary range or an hourly pay range, the respondent is asked to report the lowest value of the range. If the work will be paid based on, for example, the number of parts produced, mileage or the number of times a task is performed, the respondent is asked to report the expected minimum salary."



"How to cite: Statistics Canada. Table 14-10-0442-01  Job vacancies, payroll employees, job vacancy rate, and average offered hourly wage by industry sub-sector, quarterly, unadjusted for seasonality"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410044201
